1267304713960822739,3713080549409410656,3713080549410493181,3713081631935493181,3713081631934410656,3713082714465905806,3713082714462658231
-3.1469941999999973,-1.540437999999999,-2.0402759999999978,-1.540437999999999,-2.0402759999999978,-1.540437999999999,-2.0402759999999978
-2.2605987825601415,-2.0404364926306933,-2.5402437277373715,-2.0404357025311586,-2.5402748918725395,-2.040437526971539,0.0
-2.7605999996751915,-2.5404379999978866,-3.04027599999834,-2.5404379982077008,-3.0402759999997224,0.0,0.0
-2.260599998564616,-2.0404379988339683,-2.540275999437593,-2.0404379837576982,0.0,-2.0404379724935198,-2.5402759980086826
-2.7598554065356065,-2.540222973522539,-3.0299956353187225,-2.5398213100853635,0.0,-2.539882979076827,0.0
-3.2605998865442367,-3.040437625410951,-3.540275261341841,-3.040437985708663,0.0,0.0,0.0
-2.7605999999331248,-2.5404379980085565,-3.0402759967307738,0.0,0.0,-2.540437998693414,-3.0402759991690065
-3.2605991601168203,-3.0404365263224946,-3.5402740933941805,0.0,0.0,-3.0404373656301558,0.0
-3.7605999999999975,-3.540437999999998,-4.040275999999995,0.0,0.0,0.0,0.0
-2.2605999999845334,-2.040437999805538,0.0,-2.040437999759924,-2.540275999985922,-2.0404379991499626,-2.540275999955138
-2.76024386325422,-2.5400738507723064,0.0,-2.540222973522539,-3.0398402034336685,-2.5399884330522298,0.0
-3.260599999108786,-3.0404379803959714,0.0,-3.0404379970575404,-3.5402759985251375,0.0,0.0
-2.7605610318772844,-2.540383343154476,0.0,-2.5403888088390283,0.0,-2.5403454381521713,-3.0402625325114307
-3.260376454525066,-3.0402503938719723,0.0,-3.0398999508795157,0.0,-3.04036531754214,0.0
-3.760599999998909,-3.540437999995013,0.0,-3.5404379999999684,0.0,0.0,0.0
-3.2605999846738087,-3.0404379871377967,0.0,0.0,0.0,-3.040437993848048,-3.540275965208249
-3.760599999994702,-3.540437999984107,0.0,0.0,0.0,-3.5404379999803792,0.0
-4.260599999999997,-4.040437999999995,0.0,0.0,0.0,0.0,0.0
-2.7605999980523754,0.0,0.0,-2.540437999967294,-3.040275999909073,-2.5404379999501514,-3.0402759999337143
-3.260598719885415,0.0,0.0,-3.0404373656301558,-3.540273384628506,-3.0404372951446175,0.0
-3.7605999999999975,0.0,0.0,-3.540437999999998,-4.040275999999995,0.0,0.0
-3.2605999511610144,0.0,0.0,-3.0404379823563743,0.0,-3.0404379967306006,-3.540275965208249
-3.7605999998611486,0.0,0.0,-3.5404379998206825,0.0,-3.5404379999967284,0.0
-4.260599999999997,0.0,0.0,-4.040437999999995,0.0,0.0,0.0
-3.7605999999999975,0.0,0.0,0.0,0.0,-3.540437999999998,-4.040275999999995
-4.260599999999997,0.0,0.0,0.0,0.0,-4.040437999999995,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
